上证50 (000016) on 06-17 17:05:51, price= 3000.03, ratio= -1.57%,amount=941910.56 
钢构工程(600072) on 07-13 22:17:50, price=20.37, ratio=  5.43%,amount=90966.45 
上海梅林(600073) on 07-13 22:17:50, price= 9.14, ratio=  0.00%,amount= 0.00 
保千里  (600074) on 07-13 22:17:50, price=20.92, ratio=  0.00%,amount= 0.00 
新疆天业(600075) on 07-13 22:17:50, price=16.00, ratio=  0.00%,amount= 0.00 
青鸟华光(600076) on 07-13 22:17:50, price= 8.92, ratio=  4.94%,amount=30799.35 
宋都股份(600077) on 07-13 22:17:50, price= 6.38, ratio=  0.00%,amount=652.39 
澄星股份(600078) on 07-13 22:17:50, price= 9.90, ratio=  0.00%,amount=19743.34 
人福医药(600079) on 07-13 22:17:50, price=37.04, ratio=  0.00%,amount=84869.79 
金花股份(600080) on 07-13 22:17:50, price= 8.84, ratio=  0.00%,amount=817.81 
东风科技(600081) on 07-13 22:17:50, price=15.15, ratio=  0.00%,amount=13797.65 
海泰发展(600082) on 07-13 22:17:50, price= 6.49, ratio=  3.84%,amount=30548.58 
博信股份(600083) on 07-13 22:17:50, price=10.68, ratio=  0.75%,amount=10167.26 
中葡股份(600084) on 07-13 22:17:50, price= 8.95, ratio=  0.00%,amount=2086.06 
同仁堂  (600085) on 07-13 22:17:50, price=30.02, ratio=  6.83%,amount=173650.50 
东方金钰(600086) on 07-13 22:17:50, price=50.34, ratio=  0.00%,amount=156656.01 
中视传媒(600088) on 07-13 22:17:50, price=23.42, ratio=  0.00%,amount=18623.30 
特变电工(600089) on 07-13 22:17:50, price=12.31, ratio=  0.00%,amount= 0.00 
啤酒花  (600090) on 07-13 22:17:50, price=11.04, ratio=  0.00%,amount=1803.67 
*ST明科 (600091) on 07-13 22:17:50, price=10.27, ratio= -1.72%,amount=19029.50 
禾嘉股份(600093) on 07-13 22:17:50, price=11.89, ratio=  0.00%,amount=573.58 
大名城  (600094) on 07-13 22:17:50, price=20.25, ratio=  0.00%,amount= 0.00 
哈高科  (600095) on 07-13 22:17:50, price= 9.39, ratio=  4.45%,amount=34394.83 
云天化  (600096) on 07-13 22:17:50, price=10.92, ratio=  4.10%,amount=41611.75 
开创国际(600097) on 07-13 22:17:50, price=30.24, ratio=  0.00%,amount= 0.00 
广州发展(600098) on 07-13 22:17:50, price= 9.21, ratio=  0.00%,amount=1399.49 
林海股份(600099) on 07-13 22:17:50, price=13.37, ratio=  0.00%,amount= 0.00 
同方股份(600100) on 07-13 22:17:50, price=15.28, ratio=  0.00%,amount=35320.14 
明星电力(600101) on 07-13 22:17:50, price= 9.89, ratio=  0.00%,amount=24190.07 
青山纸业(600103) on 07-13 22:17:50, price= 5.50, ratio=  0.00%,amount=1836.31 
上汽集团(600104) on 07-13 22:17:50, price=24.84, ratio= -2.51%,amount=440095.60 
永鼎股份(600105) on 07-13 22:17:50, price=20.27, ratio=  1.35%,amount=41390.14 
重庆路桥(600106) on 07-13 22:17:50, price= 8.54, ratio=  0.47%,amount=55755.13 
美尔雅  (600107) on 07-13 22:17:50, price=10.41, ratio=  6.22%,amount=48240.78 
亚盛集团(600108) on 07-13 22:17:50, price= 7.34, ratio=  2.37%,amount=119599.56 
国金证券(600109) on 07-13 22:17:50, price=18.24, ratio=  0.00%,amount=46425.46 
中科英华(600110) on 07-13 22:17:50, price=13.73, ratio=  0.00%,amount= 0.00 
北方稀土(600111) on 07-13 22:17:50, price=17.30, ratio=  8.13%,amount=322381.60 
天成控股(600112) on 07-13 22:17:50, price=13.65, ratio=  0.00%,amount=3349.26 
浙江东日(600113) on 07-13 22:17:50, price=17.75, ratio=  2.31%,amount=140345.12 
东睦股份(600114) on 07-13 22:17:50, price=12.91, ratio=  0.00%,amount=1524.37 
东方航空(600115) on 07-13 22:17:50, price=10.08, ratio=  7.35%,amount=327040.87 
三峡水利(600116) on 07-13 22:17:50, price=14.59, ratio=  0.97%,amount=35460.33 
西宁特钢(600117) on 07-13 22:17:50, price= 6.77, ratio=  0.00%,amount=1511.95 
中国卫星(600118) on 07-13 22:17:50, price=41.89, ratio=  1.90%,amount=222717.86 
长江投资(600119) on 07-13 22:17:50, price=15.19, ratio=  0.00%,amount=998.02 
浙江东方(600120) on 07-13 22:17:50, price=25.05, ratio=  0.00%,amount=5580.03 
郑州煤电(600121) on 07-13 22:17:50, price= 6.79, ratio=  0.00%,amount=586.87 
宏图高科(600122) on 07-13 22:17:50, price=16.42, ratio=  0.00%,amount= 0.00 
兰花科创(600123) on 07-13 22:17:50, price= 9.21, ratio=  5.86%,amount=93614.71 
铁龙物流(600125) on 07-13 22:17:50, price=10.03, ratio=  0.00%,amount=3477.35 
杭钢股份(600126) on 07-13 22:17:50, price= 7.99, ratio=  3.63%,amount=20368.91 
金健米业(600127) on 07-13 22:17:50, price= 9.49, ratio=  8.21%,amount=90710.06 
弘业股份(600128) on 07-13 22:17:50, price=13.18, ratio=  3.13%,amount=18532.42 
太极集团(600129) on 07-13 22:17:50, price=19.73, ratio=  0.00%,amount=1526.52 
波导股份(600130) on 07-13 22:17:50, price=12.54, ratio=  3.12%,amount=179680.30 
岷江水电(600131) on 07-13 22:17:50, price= 8.83, ratio=  3.52%,amount=23713.84 
重庆啤酒(600132) on 07-13 22:17:50, price=18.27, ratio=  3.05%,amount=31347.31 
东湖高新(600133) on 07-13 22:17:50, price= 8.51, ratio=  4.42%,amount=38690.18 
乐凯胶片(600135) on 07-13 22:17:50, price=14.25, ratio=  1.93%,amount=30500.39 
道博股份(600136) on 07-13 22:17:50, price=25.24, ratio=  0.00%,amount= 0.00 
浪莎股份(600137) on 07-13 22:17:50, price=43.84, ratio=  0.00%,amount= 0.00 
XD中青(600138) on 07-13 22:17:50, price=21.93, ratio=  4.73%,amount=89329.43 
西部资源(600139) on 07-13 22:17:50, price=22.12, ratio=  0.00%,amount= 0.00 
兴发集团(600141) on 07-13 22:17:50, price=14.39, ratio=  5.19%,amount=49758.35 
金发科技(600143) on 07-13 22:17:50, price= 9.89, ratio=  0.00%,amount=51353.06 
*ST新亿 (600145) on 07-13 22:17:50, price= 6.66, ratio=  0.00%,amount= 0.00 
大元股份(600146) on 07-13 22:17:50, price=26.58, ratio=  0.00%,amount= 0.00 
长春一东(600148) on 07-13 22:17:50, price=17.03, ratio=  0.00%,amount=13566.59 
廊坊发展(600149) on 07-13 22:17:50, price=12.42, ratio=  0.00%,amount=3252.30 
中国船舶(600150) on 07-13 22:17:50, price=40.93, ratio=  4.28%,amount=223985.96 
航天机电(600151) on 07-13 22:17:50, price=12.53, ratio=  1.13%,amount=89551.19 
维科精华(600152) on 07-13 22:17:50, price= 8.61, ratio=  2.50%,amount=21276.05 
建发股份(600153) on 07-13 22:17:50, price=17.51, ratio=  0.00%,amount= 0.00 
宝硕股份(600155) on 07-13 22:17:50, price=14.98, ratio=  0.00%,amount= 0.00 
华升股份(600156) on 07-13 22:17:50, price= 7.48, ratio=  0.00%,amount=487.78 
永泰能源(600157) on 07-13 22:17:50, price= 4.79, ratio=  0.00%,amount=4921.19 
中体产业(600158) on 07-13 22:17:50, price=20.27, ratio=  1.86%,amount=94683.89 
大龙地产(600159) on 07-13 22:17:50, price= 5.90, ratio=  1.72%,amount=27264.98 
巨化股份(600160) on 07-13 22:17:50, price= 7.83, ratio=  0.00%,amount=1487.16 
天坛生物(600161) on 07-13 22:17:50, price=27.23, ratio=  0.00%,amount=39995.00 
香江控股(600162) on 07-13 22:17:50, price= 6.86, ratio=  0.00%,amount=761.16 
*ST南纸 (600163) on 07-13 22:17:50, price= 6.35, ratio=  1.11%,amount=23888.36 
新日恒力(600165) on 07-13 22:17:50, price=15.07, ratio=  0.00%,amount= 0.00 
福田汽车(600166) on 07-13 22:17:50, price= 7.16, ratio=  2.43%,amount=122042.89 
联美控股(600167) on 07-13 22:17:50, price=25.76, ratio=  0.00%,amount= 0.00 
武汉控股(600168) on 07-13 22:17:50, price=11.30, ratio=  4.63%,amount=29575.04 
太原重工(600169) on 07-13 22:17:50, price= 6.78, ratio=  1.65%,amount=70620.79 
上海建工(600170) on 07-13 22:17:50, price= 9.33, ratio=  4.83%,amount=108204.21 
上海贝岭(600171) on 07-13 22:17:50, price=17.31, ratio=  0.00%,amount=52420.66 
黄河旋风(600172) on 07-13 22:17:50, price=16.71, ratio=  0.00%,amount=9322.59 
卧龙地产(600173) on 07-13 22:17:50, price= 6.00, ratio=  0.00%,amount=320.39 
美都能源(600175) on 07-13 22:17:50, price=10.64, ratio=  0.00%,amount= 0.00 
中国巨石(600176) on 07-13 22:17:50, price=23.07, ratio=  1.18%,amount=46553.93 
雅戈尔  (600177) on 07-13 22:17:50, price=19.02, ratio=  6.79%,amount=297496.57 
东安动力(600178) on 07-13 22:17:50, price= 8.51, ratio=  0.00%,amount=870.41 
黑化股份(600179) on 07-13 22:17:50, price=11.26, ratio=  0.00%,amount=1401.44 
瑞茂通  (600180) on 07-13 22:17:50, price=21.82, ratio=  0.00%,amount=929.89 
S佳通   (600182) on 07-13 22:17:50, price=21.50, ratio=  3.37%,amount=54363.01 
生益科技(600183) on 07-13 22:17:50, price= 8.33, ratio=  1.83%,amount=52221.09 
光电股份(600184) on 07-13 22:17:50, price=20.45, ratio=  0.00%,amount=1965.86 
格力地产(600185) on 07-13 22:17:50, price=26.13, ratio=  0.00%,amount=87367.17 
莲花味精(600186) on 07-13 22:17:50, price=10.46, ratio=  0.00%,amount= 0.00 
国中水务(600187) on 07-13 22:17:50, price= 5.46, ratio=  0.00%,amount= 0.00 
兖州煤业(600188) on 07-13 22:17:50, price=12.96, ratio=  8.45%,amount=61134.59 
吉林森工(600189) on 07-13 22:17:50, price=12.98, ratio= 10.00%,amount=36011.94 
锦州港  (600190) on 07-13 22:17:50, price= 6.16, ratio=  2.67%,amount=21449.31 
华资实业(600191) on 07-13 22:17:50, price=11.57, ratio=  0.00%,amount= 0.00 
长城电工(600192) on 07-13 22:17:50, price=10.92, ratio=  6.02%,amount=52395.44 
创兴资源(600193) on 07-13 22:17:50, price=12.25, ratio=  1.24%,amount=36102.60 
中牧股份(600195) on 07-13 22:17:50, price=22.90, ratio=  0.13%,amount=34617.95 
复星医药(600196) on 07-13 22:17:50, price=29.12, ratio=  7.06%,amount=257179.54 
伊力特  (600197) on 07-13 22:17:50, price=12.24, ratio=  6.07%,amount=27782.56 
大唐电信(600198) on 07-13 22:17:50, price=26.47, ratio=  1.85%,amount=111145.70 
金种子酒(600199) on 07-13 22:17:50, price=10.93, ratio=  7.68%,amount=38874.50 
江苏吴中(600200) on 07-13 22:17:50, price=24.19, ratio=  0.00%,amount=7432.53 
金宇集团(600201) on 07-13 22:17:50, price=65.37, ratio=  0.00%,amount=4696.83 
哈空调  (600202) on 07-13 22:17:50, price=18.86, ratio=  0.00%,amount= 0.00 
福日电子(600203) on 07-13 22:17:50, price= 9.93, ratio=  0.00%,amount=1063.70 
有研新材(600206) on 07-13 22:17:50, price=15.44, ratio=  0.00%,amount=104331.52 
安彩高科(600207) on 07-13 22:17:50, price= 6.29, ratio=  1.45%,amount=21795.04 
新湖中宝(600208) on 07-13 22:17:50, price= 5.10, ratio=  0.00%,amount=3278.98 
罗顿发展(600209) on 07-13 22:17:50, price=11.42, ratio=  9.91%,amount=73938.34 
紫江企业(600210) on 07-13 22:17:50, price= 5.94, ratio=  0.00%,amount=46568.68 
西藏药业(600211) on 07-13 22:17:50, price=60.12, ratio=  0.00%,amount= 0.00 
江泉实业(600212) on 07-13 22:17:50, price=12.24, ratio=  0.00%,amount= 0.00 
亚星客车(600213) on 07-13 22:17:50, price= 9.48, ratio=  4.52%,amount=12415.82 
长春经开(600215) on 07-13 22:17:50, price= 8.91, ratio=  1.83%,amount=26035.22 
浙江医药(600216) on 07-13 22:17:50, price=11.33, ratio=  2.91%,amount=55999.24 
*ST秦岭 (600217) on 07-13 22:17:50, price=15.36, ratio=  0.00%,amount= 0.00 
全柴动力(600218) on 07-13 22:17:50, price=10.11, ratio=  1.40%,amount=17769.13 
南山铝业(600219) on 07-13 22:17:50, price= 9.58, ratio=  8.00%,amount=263512.31 
江苏阳光(600220) on 07-13 22:17:50, price= 6.67, ratio=  0.00%,amount=41520.13 
海南航空(600221) on 07-13 22:17:50, price= 5.19, ratio=  0.00%,amount=297339.81 
太龙药业(600222) on 07-13 22:17:50, price= 8.56, ratio=  2.03%,amount=32554.47 
鲁商置业(600223) on 07-13 22:17:50, price= 7.52, ratio=  0.27%,amount=20518.32 
天津松江(600225) on 07-13 22:17:50, price= 7.88, ratio=  0.00%,amount=1211.04 
升华拜克(600226) on 07-13 22:17:50, price=14.37, ratio=  0.00%,amount= 0.00 
赤天化  (600227) on 07-13 22:17:50, price= 8.25, ratio=  6.18%,amount=103948.58 
昌九生化(600228) on 07-13 22:17:50, price=10.26, ratio=  4.69%,amount=20467.76 
青岛碱业(600229) on 07-13 22:17:50, price=13.99, ratio=  0.00%,amount=3422.23 
沧州大化(600230) on 07-13 22:17:50, price=11.12, ratio=  4.12%,amount=22479.35 
凌钢股份(600231) on 07-13 22:17:50, price= 5.34, ratio=  0.00%,amount=676.57 
金鹰股份(600232) on 07-13 22:17:50, price= 8.34, ratio=  0.00%,amount=1162.71 
大杨创世(600233) on 07-13 22:17:50, price=13.74, ratio=  0.00%,amount=1937.64 
山水文化(600234) on 07-13 22:17:50, price=17.88, ratio=  7.39%,amount=68123.42 
民丰特纸(600235) on 07-13 22:17:50, price= 8.60, ratio=  2.38%,amount=22323.99 
桂冠电力(600236) on 07-13 22:17:50, price= 8.87, ratio=  1.03%,amount=38730.75 
铜峰电子(600237) on 07-13 22:17:50, price= 6.89, ratio=  0.00%,amount=2065.84 
海南椰岛(600238) on 07-13 22:17:50, price=12.14, ratio=  0.00%,amount=5326.40 
云南城投(600239) on 07-13 22:17:50, price= 5.60, ratio=  0.00%,amount= 0.00 
华业资本(600240) on 07-13 22:17:50, price=13.60, ratio=  4.62%,amount=77712.17 
时代万恒(600241) on 07-13 22:17:50, price=14.72, ratio=  7.45%,amount=26806.69 
*ST中昌 (600242) on 07-13 22:17:50, price=10.10, ratio= -1.85%,amount=15697.37 
青海华鼎(600243) on 07-13 22:17:50, price= 9.44, ratio=  0.00%,amount=2001.13 
万通地产(600246) on 07-13 22:17:50, price= 6.30, ratio=  1.94%,amount=39536.26 
*ST成城 (600247) on 07-13 22:17:50, price=17.98, ratio=  1.81%,amount=50033.73 
延长化建(600248) on 07-13 22:17:50, price= 9.79, ratio=  0.10%,amount=10795.17 
两面针  (600249) on 07-13 22:17:50, price= 7.83, ratio=  1.29%,amount=26358.13 
南纺股份(600250) on 07-13 22:17:50, price= 9.58, ratio=  0.84%,amount=9653.64 
冠农股份(600251) on 07-13 22:17:50, price=10.88, ratio=  0.00%,amount=1581.45 
中恒集团(600252) on 07-13 22:17:50, price=22.40, ratio=  0.00%,amount=103458.60 
鑫科材料(600255) on 07-13 22:17:50, price= 5.81, ratio=  0.00%,amount=2556.47 
广汇能源(600256) on 07-13 22:17:50, price= 8.36, ratio=  0.00%,amount=13697.56 
大湖股份(600257) on 07-13 22:17:50, price=12.14, ratio=  0.00%,amount=1260.48 
首旅酒店(600258) on 07-13 22:17:50, price=18.55, ratio=  0.00%,amount= 0.00 
广晟有色(600259) on 07-13 22:17:50, price=43.82, ratio=  5.34%,amount=56008.21 
凯乐科技(600260) on 07-13 22:17:50, price=14.96, ratio=  6.86%,amount=64895.48 
阳光照明(600261) on 07-13 22:17:50, price= 9.56, ratio=  7.05%,amount=81920.31 
北方股份(600262) on 07-13 22:17:50, price=27.49, ratio=  7.80%,amount=24283.06 
ST景谷  (600265) on 07-13 22:17:50, price=17.29, ratio=  0.00%,amount=700.39 
北京城建(600266) on 07-13 22:17:50, price=15.50, ratio=  0.00%,amount=2382.59 
海正药业(600267) on 07-13 22:17:50, price=15.41, ratio=  0.00%,amount=62725.47 
国电南自(600268) on 07-13 22:17:50, price=10.37, ratio=  1.17%,amount=34509.25 
赣粤高速(600269) on 07-13 22:17:50, price= 6.41, ratio=  6.83%,amount=88076.80 
外运发展(600270) on 07-13 22:17:50, price=22.43, ratio=  0.00%,amount=2399.19 
航天信息(600271) on 07-13 22:17:50, price=57.07, ratio=  0.00%,amount=12158.36 
开开实业(600272) on 07-13 22:17:50, price=12.83, ratio=  0.23%,amount=14459.10 
嘉化能源(600273) on 07-13 22:17:50, price=13.72, ratio=  0.96%,amount=51757.27 
武昌鱼  (600275) on 07-13 22:17:50, price= 6.74, ratio=  0.00%,amount=8088.67 
恒瑞医药(600276) on 07-13 22:17:50, price=47.90, ratio=  5.51%,amount=244192.49 
亿利能源(600277) on 07-13 22:17:50, price=14.62, ratio=  0.00%,amount= 0.00 
东方创业(600278) on 07-13 22:17:50, price=11.84, ratio=  0.00%,amount=301.62 
重庆港九(600279) on 07-13 22:17:50, price=11.81, ratio=  2.96%,amount=21256.04 
中央商场(600280) on 07-13 22:17:50, price=10.71, ratio=  0.00%,amount= 0.00 
太化股份(600281) on 07-13 22:17:50, price= 7.02, ratio=  2.03%,amount=18664.57 
南钢股份(600282) on 07-13 22:17:50, price= 4.71, ratio=  4.67%,amount=101939.39 
钱江水利(600283) on 07-13 22:17:50, price=12.02, ratio=  2.74%,amount=22224.07 
浦东建设(600284) on 07-13 22:17:50, price=13.08, ratio=  0.00%,amount=49922.94 
羚锐制药(600285) on 07-13 22:17:50, price=10.09, ratio=  0.00%,amount=1661.74 
江苏舜天(600287) on 07-13 22:17:50, price=10.38, ratio=  5.92%,amount=21659.91 
大恒科技(600288) on 07-13 22:17:50, price=17.66, ratio=  2.67%,amount=35110.52 
亿阳信通(600289) on 07-13 22:17:50, price=16.15, ratio=  0.00%,amount= 0.00 
华仪电气(600290) on 07-13 22:17:50, price= 9.80, ratio=  0.00%,amount= 0.00 
西水股份(600291) on 07-13 22:17:50, price=36.70, ratio=  0.00%,amount= 0.00 
中电远达(600292) on 07-13 22:17:50, price=17.47, ratio=  0.00%,amount=1096.81 
三峡新材(600293) on 07-13 22:17:50, price= 7.43, ratio=  0.00%,amount= 0.00 
鄂尔多斯(600295) on 07-13 22:17:50, price=10.98, ratio=  7.65%,amount=31104.47 
广汇汽车(600297) on 07-13 22:17:50, price=16.48, ratio=  0.00%,amount=1580.46 
安琪酵母(600298) on 07-13 22:17:50, price=33.02, ratio=  0.00%,amount=35909.99 
蓝星新材(600299) on 07-13 22:17:50, price=15.22, ratio=  0.00%,amount=3366.35 
维维股份(600300) on 07-13 22:17:50, price= 6.60, ratio=  0.00%,amount=2282.01 
*ST南化 (600301) on 07-13 22:17:50, price=10.62, ratio=  5.67%,amount=13642.81 
标准股份(600302) on 07-13 22:17:50, price= 8.66, ratio=  6.91%,amount=20070.35 
曙光股份(600303) on 07-13 22:17:50, price= 7.91, ratio=  0.00%,amount=1396.66 
恒顺醋业(600305) on 07-13 22:17:50, price=22.37, ratio=  0.00%,amount=1752.37 
商业城  (600306) on 07-13 22:17:50, price=12.10, ratio=  0.00%,amount=16154.66 
酒钢宏兴(600307) on 07-13 22:17:50, price= 3.95, ratio=  0.00%,amount=2557.98 
华泰股份(600308) on 07-13 22:17:50, price= 5.87, ratio=  0.00%,amount=1885.07 
万华化学(600309) on 07-13 22:17:50, price=22.97, ratio=  3.47%,amount=117499.72 
桂东电力(600310) on 07-13 22:17:50, price=34.68, ratio=  0.00%,amount=67207.07 
荣华实业(600311) on 07-13 22:17:50, price= 7.00, ratio=  3.70%,amount=53326.69 
平高电气(600312) on 07-13 22:17:50, price=22.58, ratio=  0.00%,amount= 0.00 
农发种业(600313) on 07-13 22:17:50, price=11.62, ratio=  0.00%,amount=620.19 
上海家化(600315) on 07-13 22:17:50, price=40.26, ratio=  0.00%,amount= 0.00 
XD洪都(600316) on 07-13 22:17:50, price=24.45, ratio=  1.24%,amount=86217.49 
营口港  (600317) on 07-13 22:17:50, price= 6.44, ratio=  7.33%,amount=132695.29 
巢东股份(600318) on 07-13 22:17:50, price=17.33, ratio=  0.00%,amount=530.64 
亚星化学(600319) on 07-13 22:17:50, price=10.53, ratio=  0.00%,amount= 0.00 
振华重工(600320) on 07-13 22:17:50, price= 9.20, ratio=  7.48%,amount=100428.32 
国栋建设(600321) on 07-13 22:17:50, price= 5.22, ratio=  0.00%,amount= 0.00 
天房发展(600322) on 07-13 22:17:50, price= 6.02, ratio=  3.97%,amount=40912.83 
瀚蓝环境(600323) on 07-13 22:17:50, price=14.36, ratio=  0.00%,amount=31400.02 
华发股份(600325) on 07-13 22:17:50, price=14.31, ratio=  0.00%,amount=3787.48 
西藏天路(600326) on 07-13 22:17:50, price= 9.46, ratio=  0.00%,amount=758.76 
大东方  (600327) on 07-13 22:17:50, price=11.01, ratio=  2.90%,amount=39499.78 
XD兰太(600328) on 07-13 22:17:50, price=11.06, ratio=  0.00%,amount=13559.25 
中新药业(600329) on 07-13 22:17:50, price=21.26, ratio=  3.20%,amount=37854.48 
天通股份(600330) on 07-13 22:17:50, price=12.40, ratio=  0.00%,amount= 0.00 
宏达股份(600331) on 07-13 22:17:50, price= 6.53, ratio=  0.00%,amount=982.11 
白云山  (600332) on 07-13 22:17:50, price=34.55, ratio=  4.70%,amount=131964.29 
长春燃气(600333) on 07-13 22:17:50, price=13.69, ratio=  4.27%,amount=160898.13 
国机汽车(600335) on 07-13 22:17:50, price=37.93, ratio=  0.00%,amount= 0.00 
澳柯玛  (600336) on 07-13 22:17:50, price= 6.42, ratio=  0.94%,amount=37721.84 
美克家居(600337) on 07-13 22:17:50, price=13.23, ratio=  0.00%,amount=897.46 
西藏珠峰(600338) on 07-13 22:17:50, price=32.31, ratio= 11.03%,amount=80070.30 
天利高新(600339) on 07-13 22:17:50, price= 6.61, ratio=  3.44%,amount=25715.19 
华夏幸福(600340) on 07-13 22:17:50, price=23.18, ratio=  0.00%,amount= 0.00 
航天动力(600343) on 07-13 22:17:50, price=24.20, ratio=  6.61%,amount=121469.90 
长江通信(600345) on 07-13 22:17:50, price=17.05, ratio=  3.33%,amount=22059.15 
大橡塑  (600346) on 07-13 22:17:50, price=16.73, ratio=  0.00%,amount= 0.00 
阳泉煤业(600348) on 07-13 22:17:50, price= 8.14, ratio= 10.00%,amount=93008.51 
山东高速(600350) on 07-13 22:17:50, price= 8.43, ratio=  7.53%,amount=55987.64 
亚宝药业(600351) on 07-13 22:17:50, price=11.75, ratio=  0.00%,amount=354.09 
